,departamento,ID,lat,lon,in_departamentos,empleo,clae2,clae2_desc,empleo_rep
101724,Comuna 5,27616161P0G10GM7P53131311001035,-34.604,-58.427,2035,b. 10-49,86,Servicios de salud humana,25
101730,Comuna 5,282424245G6685G1785259494944563035,-34.616,-58.414,2035,e. 500+,86,Servicios de salud humana,500
101734,Comuna 5,28363636P0002525G12222222860035,-34.609,-58.426,2035,b. 10-49,86,Servicios de salud humana,25
101738,Comuna 5,288181817085MP57G6PP12020201437035,-34.613,-58.414,2035,d. 200-499,86,Servicios de salud humana,350
101739,Comuna 5,28818181P02G76P17G2828286635035,-34.615,-58.426,2035,b. 10-49,86,Servicios de salud humana,25
101740,Comuna 5,290101012MM065122G2020201351035,-34.613,-58.427,2035,c. 50-199,86,Servicios de salud humana,125
101747,Comuna 5,2981818167M7788G5M2M81515158059035,-34.631,-58.423,2035,b. 10-49,86,Servicios de salud humana,25
101755,Comuna 6,210101012M0508666G1818184934042,-34.618,-58.436,2042,b. 10-49,86,Servicios de salud humana,25
101758,Comuna 6,2109090967755220M53232322605042,-34.626,-58.453,2042,b. 10-49,86,Servicios de salud humana,25
101761,Comuna 6,21444444767M11GM2G62222229395042,-34.618,-58.435,2042,e. 500+,86,Servicios de salud humana,500
101771,Comuna 6,225656560MG66M282G7474747401042,-34.624,-58.431,2042,b. 10-49,86,Servicios de salud humana,25
101772,Comuna 6,22818181P010G7601G2424247799042,-34.627,-58.433,2042,b. 10-49,86,Servicios de salud humana,25
101779,Comuna 6,2324242471022M66P667502525257572042,-34.614,-58.432,2042,b. 10-49,86,Servicios de salud humana,25
101794,Comuna 6,24565656P05M8PGP2G4848484562042,-34.616,-58.456,2042,b. 10-49,86,Servicios de salud humana,25
101799,Comuna 6,252525257682P1870PP2323237339042,-34.608,-58.432,2042,c. 50-199,86,Servicios de salud humana,125
101801,Comuna 6,25252525P0P28627GG3030304044042,-34.612,-58.433,2042,b. 10-49,86,Servicios de salud humana,25
101806,Comuna 6,2600000066081080GPP0141414469042,-34.61,-58.46,2042,b. 10-49,86,Servicios de salud humana,25
101808,Comuna 6,2609090921P8P108751212126074042,-34.624,-58.449,2042,b. 10-49,86,Servicios de salud humana,25
101810,Comuna 6,2625252571G022180P81414145940042,-34.616,-58.433,2042,b. 10-49,86,Servicios de salud humana,25
101814,Comuna 6,268989892MP570P52G1818183001042,-34.623,-58.434,2042,b. 10-49,86,Servicios de salud humana,25
101818,Comuna 6,27010101P02525156G2828285867042,-34.618,-58.436,2042,b. 10-49,86,Servicios de salud humana,25
101823,Comuna 6,27292929200P7M57151111114336042,-34.607,-58.454,2042,c. 50-199,86,Servicios de salud humana,125
101831,Comuna 6,278989892MM525765G2121219980042,-34.605,-58.434,2042,b. 10-49,86,Servicios de salud humana,25
101840,Comuna 6,28040404P0586M12P63434346266042,-34.619,-58.437,2042,b. 10-49,86,Servicios de salud humana,25
101847,Comuna 6,2841414155181G68160P1P9797971834042,-34.623,-58.448,2042,b. 10-49,86,Servicios de salud humana,25
101848,Comuna 6,284444442M8P570M264646464115042,-34.621,-58.442,2042,c. 50-199,86,Servicios de salud humana,125
101849,Comuna 6,2844444466081080G2G11414149153042,-34.627,-58.444,2042,b. 10-49,86,Servicios de salud humana,25
101853,Comuna 6,28767676200P7M571G1111119215042,-34.605,-58.458,2042,b. 10-49,86,Servicios de salud humana,25
101862,Comuna 6,294444445M0G571828652M1010101007042,-34.626,-58.453,2042,b. 10-49,86,Servicios de salud humana,25
101866,Comuna 7,2061616121G7P602P51212124552049,-34.62,-58.458,2049,b. 10-49,86,Servicios de salud humana,25
101874,Comuna 7,2149494977P68G508803333339202049,-34.624,-58.469,2049,c. 50-199,86,Servicios de salud humana,125
101877,Comuna 7,21767676P025M6021G2828288856049,-34.629,-58.433,2049,c. 50-199,86,Servicios de salud humana,125
101881,Comuna 7,22252525P057M826MG3333334302049,-34.629,-58.43,2049,b. 10-49,86,Servicios de salud humana,25
101882,Comuna 7,22414141P0P1G280MG2929299230049,-34.638,-58.45,2049,c. 50-199,86,Servicios de salud humana,125
101886,Comuna 7,2316161627G08172MG1616161680049,-34.631,-58.454,2049,b. 10-49,86,Servicios de salud humana,25
101888,Comuna 7,232929292M6M2G0M5G1818184300049,-34.625,-58.471,2049,c. 50-199,86,Servicios de salud humana,125
101891,Comuna 7,23414141P065015P7G363636703049,-34.626,-58.457,2049,b. 10-49,86,Servicios de salud humana,25
101897,Comuna 7,2400000062G08M7G8652M1212128449049,-34.643,-58.464,2049,b. 10-49,86,Servicios de salud humana,25
101900,Comuna 7,244949496MM8G00G5652M1818183115049,-34.624,-58.461,2049,b. 10-49,86,Servicios de salud humana,25
101902,Comuna 7,24646464P0600M52MG3434346823049,-34.655,-58.438,2049,b. 10-49,86,Servicios de salud humana,25
101903,Comuna 7,2476767677P68G5085M3333332273049,-34.65,-58.431,2049,b. 10-49,86,Servicios de salud humana,25
101908,Comuna 7,252929291M16M8685G1111119917049,-34.638,-58.424,2049,c. 50-199,86,Servicios de salud humana,125
101913,Comuna 7,25898989P0PG8850553030308487049,-34.62,-58.465,2049,b. 10-49,86,Servicios de salud humana,25
101917,Comuna 7,262525252M8P56M8561818188416049,-34.623,-58.459,2049,b. 10-49,86,Servicios de salud humana,25
101920,Comuna 7,2681818177P68G508783333338752049,-34.629,-58.427,2049,b. 10-49,86,Servicios de salud humana,25
101928,Comuna 7,2836363677P68G508M53333335903049,-34.63,-58.443,2049,b. 10-49,86,Servicios de salud humana,25
101934,Comuna 8,2284848466081080G2561414143387056,-34.671,-58.482,2056,c. 50-199,86,Servicios de salud humana,125
101936,Comuna 8,2504040477P68G508853333339770056,-34.676,-58.448,2056,b. 10-49,86,Servicios de salud humana,25
101942,Comuna 9,2000000026M56M072G1515154060063,-34.672,-58.498,2063,c. 50-199,86,Servicios de salud humana,125
101947,Comuna 9,220909092MM2510G7G2020207891063,-34.646,-58.467,2063,b. 10-49,86,Servicios de salud humana,25
101954,Comuna 9,24616161287M55505G1818185214063,-34.664,-58.502,2063,b. 10-49,86,Servicios de salud humana,25
101966,Comuna 9,27252525767M11GM2GP2222229570063,-34.665,-58.509,2063,b. 10-49,86,Servicios de salud humana,25
101972,Comuna 9,29090909251052665G1414146057063,-34.654,-58.508,2063,c. 50-199,86,Servicios de salud humana,125
102374,Ensenada,6400000071156555PG01313131746245,-34.84,-57.94,6245,b. 10-49,86,Servicios de salud humana,25
102376,Ensenada,66444444P018M7MM7G2626269063245,-34.86,-57.9,6245,b. 10-49,86,Servicios de salud humana,25
102484,Escobar,64848484271PMG716G1616164861252,-34.343,-58.79,6252,b. 10-49,86,Servicios de salud humana,25
102488,Escobar,65696969P01675P67G2626269632252,-34.421,-58.733,6252,b. 10-49,86,Servicios de salud humana,25
102489,Escobar,66616161P02P0M7M7G2727273611252,-34.41,-58.772,6252,c. 50-199,86,Servicios de salud humana,125
102490,Escobar,66767676P06M020P5G3737378582252,-34.408,-58.77,6252,b. 10-49,86,Servicios de salud humana,25
102544,Esteban Echeverría,68252525P05M2G558G3434343071260,-34.8,-58.449,6260,b. 10-49,86,Servicios de salud humana,25
102545,Esteban Echeverría,682929292G1117001G1313137294260,-34.818,-58.469,6260,b. 10-49,86,Servicios de salud humana,25
102558,Ezeiza,66444444P07P7060GG3939398288270,-34.86,-58.54,6270,b. 10-49,86,Servicios de salud humana,25
102582,Florencio Varela,632525252MM2PM8G152020205073274,-34.815,-58.272,6274,c. 50-199,86,Servicios de salud humana,125
103206,General Rodríguez,6209090918M8G72GMG1111117262364,-34.61,-58.95,6364,b. 10-49,86,Servicios de salud humana,25
103216,General San Martín,600404045M0G5718P2708M1010103087371,-34.578,-58.536,6371,b. 10-49,86,Servicios de salud humana,25
103222,General San Martín,613636361P7121527G9393933763371,-34.578,-58.542,6371,e. 500+,86,Servicios de salud humana,500
103226,General San Martín,620000001M1102P50G1111114841371,-34.578,-58.541,6371,b. 10-49,86,Servicios de salud humana,25
103227,General San Martín,620404041MM168182G4444448741371,-34.552,-58.553,6371,b. 10-49,86,Servicios de salud humana,25
103229,General San Martín,622525252MM768078G2121215166371,-34.578,-58.538,6371,b. 10-49,86,Servicios de salud humana,25
103234,General San Martín,63040404P00781765G2424242572371,-34.58,-58.539,6371,b. 10-49,86,Servicios de salud humana,25
103235,General San Martín,6325252522G5105M26454545320371,-34.561,-58.54,6371,b. 10-49,86,Servicios de salud humana,25
103236,General San Martín,632525252MM6GM77P52121212953371,-34.574,-58.54,6371,b. 10-49,86,Servicios de salud humana,25
103241,General San Martín,640101011M1102P5051111113419371,-34.578,-58.542,6371,b. 10-49,86,Servicios de salud humana,25
103243,General San Martín,642525252MM71M2M0G2121217227371,-34.577,-58.542,6371,b. 10-49,86,Servicios de salud humana,25
103247,General San Martín,64848484P01P15M25G2525253024371,-34.589,-58.552,6371,b. 10-49,86,Servicios de salud humana,25
103257,General San Martín,66494949M0128125MG1919198994371,-34.579,-58.543,6371,b. 10-49,86,Servicios de salud humana,25
103259,General San Martín,66848484202221688G111111476371,-34.587,-58.526,6371,b. 10-49,86,Servicios de salud humana,25
103261,General San Martín,67000000250M8MG5151414149702371,-34.572,-58.543,6371,b. 10-49,86,Servicios de salud humana,25
103264,General San Martín,67040404P057M0012G4747473140371,-34.585,-58.532,6371,b. 10-49,86,Servicios de salud humana,25
103270,General San Martín,6784848466081080GP081414141373371,-34.555,-58.527,6371,b. 10-49,86,Servicios de salud humana,25
103279,General San Martín,68363636P05M87P55G3434342100371,-34.588,-58.526,6371,b. 10-49,86,Servicios de salud humana,25
103281,General San Martín,68646464P010P5177G242424595371,-34.581,-58.538,6371,c. 50-199,86,Servicios de salud humana,125
103628,Hurlingham,68000000P00G25GP052323238222408,-34.63,-58.64,6408,b. 10-49,86,Servicios de salud humana,25
103660,Ituzaingó,6264646477P68G508M73333333954410,-34.637,-58.693,6410,b. 10-49,86,Servicios de salud humana,25
103663,Ituzaingó,6416161677P68G5088P3333333768410,-34.668,-58.668,6410,c. 50-199,86,Servicios de salud humana,125
103664,Ituzaingó,64242424P058025M063333332013410,-34.655,-58.662,6410,b. 10-49,86,Servicios de salud humana,25
103665,Ituzaingó,64565656P07G52222G3939391034410,-34.653,-58.68,6410,b. 10-49,86,Servicios de salud humana,25
103666,Ituzaingó,65161616287PG8G22G4545456915410,-34.658,-58.665,6410,b. 10-49,86,Servicios de salud humana,25
103672,Ituzaingó,67000000P058025M0G333333660410,-34.654,-58.66,6410,d. 200-499,86,Servicios de salud humana,350
103693,José C. Paz,66252525P0072M102G4646466305412,-34.51,-58.77,6412,b. 10-49,86,Servicios de salud humana,25
103695,José C. Paz,686969692G6205P50G1414142008412,-34.54,-58.74,6412,b. 10-49,86,Servicios de salud humana,25
104024,La Matanza,602424242M8865G7MG191919700427,-34.735,-58.604,6427,d. 200-499,86,Servicios de salud humana,350
104025,La Matanza,60444444166GG875G51010108525427,-34.675,-58.56,6427,b. 10-49,86,Servicios de salud humana,25
104035,La Matanza,6156565670MM6756768752323239658427,-34.666,-58.547,6427,b. 10-49,86,Servicios de salud humana,25
104037,La Matanza,61646464615M8G10168751212127969427,-34.666,-58.547,6427,d. 200-499,86,Servicios de salud humana,350
104039,La Matanza,6176767666081080GP051414147433427,-34.642,-58.562,6427,b. 10-49,86,Servicios de salud humana,25
104046,La Matanza,62252525766787MM2G4848488892427,-34.659,-58.548,6427,b. 10-49,86,Servicios de salud humana,25
104048,La Matanza,62292929P016G26G7G2626264228427,-34.65,-58.564,6427,d. 200-499,86,Servicios de salud humana,350
104056,La Matanza,6269696921GP80758P1212127403427,-34.714,-58.593,6427,c. 50-199,86,Servicios de salud humana,125
104057,La Matanza,6269696955217G80257M9494941135427,-34.771,-58.645,6427,c. 50-199,86,Servicios de salud humana,125
104060,La Matanza,628181812MMP1P58552020202343427,-34.675,-58.561,6427,b. 10-49,86,Servicios de salud humana,25
104074,La Matanza,63616161767M11GM2G02222229481427,-34.665,-58.544,6427,b. 10-49,86,Servicios de salud humana,25
104091,La Matanza,64363636180MGG02MP1010106791427,-34.719,-58.534,6427,b. 10-49,86,Servicios de salud humana,25
104099,La Matanza,65161616P01765P2PG2626269481427,-34.661,-58.556,6427,c. 50-199,86,Servicios de salud humana,125
104102,La Matanza,65616161P06588865G363636235427,-34.706,-58.584,6427,b. 10-49,86,Servicios de salud humana,25
104109,La Matanza,66252525111GM0221G8080802383427,-34.648,-58.565,6427,b. 10-49,86,Servicios de salud humana,25
104110,La Matanza,662525251PMG65MM1G9696961001427,-34.641,-58.565,6427,b. 10-49,86,Servicios de salud humana,25
104114,La Matanza,66414141767M11GM2P82222221841427,-34.68,-58.552,6427,d. 200-499,86,Servicios de salud humana,350
104116,La Matanza,66616161P05G65766G3232325813427,-34.645,-58.562,6427,b. 10-49,86,Servicios de salud humana,25
104124,La Matanza,67090909P017057G6G2626262076427,-34.656,-58.566,6427,b. 10-49,86,Servicios de salud humana,25
104128,La Matanza,674444442MMP1P58582020208571427,-34.644,-58.566,6427,b. 10-49,86,Servicios de salud humana,25
104133,La Matanza,67767676111GM022158080803752427,-34.648,-58.564,6427,b. 10-49,86,Servicios de salud humana,25
104139,La Matanza,68090909P0PG068G7G3030309242427,-34.68,-58.569,6427,b. 10-49,86,Servicios de salud humana,25
104140,La Matanza,68212121205P2G202G4444446775427,-34.66,-58.532,6427,b. 10-49,86,Servicios de salud humana,25
104148,La Matanza,68848484P01225M10G2525259677427,-34.641,-58.562,6427,b. 10-49,86,Servicios de salud humana,25
104157,La Matanza,69818181P0682G180G3737375331427,-34.669,-58.556,6427,b. 10-49,86,Servicios de salud humana,25
104175,La Plata,6084848420GGM8G61G1111118587441,-34.914,-57.96,6441,b. 10-49,86,Servicios de salud humana,25
104178,La Plata,610909092M8M12PM68191919608441,-34.916,-57.957,6441,b. 10-49,86,Servicios de salud humana,25
104180,La Plata,614949492G5GP8PM5G1313131103441,-34.916,-57.959,6441,b. 10-49,86,Servicios de salud humana,25
104181,La Plata,6149494971P6678GG2P81919191877441,-34.92,-57.959,6441,b. 10-49,86,Servicios de salud humana,25
104183,La Plata,618989891P7G0M10PG9494942158441,-34.91,-57.956,6441,b. 10-49,86,Servicios de salud humana,25
104189,La Plata,6216161627581GMMMG1616167208441,-34.919,-57.94,6441,b. 10-49,86,Servicios de salud humana,25
104193,La Plata,622525251101G8P8M57979794392441,-34.918,-57.947,6441,b. 10-49,86,Servicios de salud humana,25
104202,La Plata,63040404250872G7254545456055441,-34.91,-57.959,6441,b. 10-49,86,Servicios de salud humana,25
104204,La Plata,632525252M8M12PM701919191798441,-34.915,-57.958,6441,b. 10-49,86,Servicios de salud humana,25
104216,La Plata,64252525P0106G62752424244654441,-34.928,-57.974,6441,b. 10-49,86,Servicios de salud humana,25
104219,La Plata,64767676P0270168552828282850441,-34.852,-58.093,6441,b. 10-49,86,Servicios de salud humana,25
104233,La Plata,66000000P00M0P6G2G2424241492441,-34.865,-58.108,6441,b. 10-49,86,Servicios de salud humana,25
104252,La Plata,677676761101G8P8MG7979796061441,-34.849,-58.092,6441,b. 10-49,86,Servicios de salud humana,25
104255,La Plata,680000005M0M8M2M6702P1010107299441,-34.924,-57.954,6441,b. 10-49,86,Servicios de salud humana,25
104258,La Plata,68252525P00PP208752323238088441,-34.92,-57.958,6441,b. 10-49,86,Servicios de salud humana,25
104259,La Plata,6849494916P1527G2G4444444983441,-34.903,-57.954,6441,c. 50-199,86,Servicios de salud humana,125
104270,Lanús,6081818177P68G508M83333336579434,-34.735,-58.396,6434,b. 10-49,86,Servicios de salud humana,25
104276,Lanús,62000000P0G28G775G3131318258434,-34.708,-58.386,6434,c. 50-199,86,Servicios de salud humana,125
104280,Lanús,6244444427167G8P6G1616162130434,-34.713,-58.393,6434,b. 10-49,86,Servicios de salud humana,25
104284,Lanús,628181817PP2PGM16G4444442774434,-34.728,-58.4,6434,b. 10-49,86,Servicios de salud humana,25
104293,Lanús,650404041GMM618M75999999520434,-34.703,-58.392,6434,b. 10-49,86,Servicios de salud humana,25
104296,Lanús,655656565M0M8M2M66MG71010102599434,-34.703,-58.392,6434,b. 10-49,86,Servicios de salud humana,25
104304,Lanús,673636362G2G86G66M1313139339434,-34.711,-58.392,6434,b. 10-49,86,Servicios de salud humana,25
104314,Lanús,69414141680M8P02PM57G1616166031434,-34.725,-58.397,6434,b. 10-49,86,Servicios de salud humana,25
104429,Lomas de Zamora,600101016PM7712G2PG1010107296490,-34.791,-58.432,6490,b. 10-49,86,Servicios de salud humana,25
104430,Lomas de Zamora,60040404P02058PP1G2727277732490,-34.738,-58.398,6490,b. 10-49,86,Servicios de salud humana,25
104433,Lomas de Zamora,603636362MM65P6M652121219211490,-34.774,-58.392,6490,b. 10-49,86,Servicios de salud humana,25
104434,Lomas de Zamora,6076767671G022180P61414148568490,-34.763,-58.399,6490,b. 10-49,86,Servicios de salud humana,25
104446,Lomas de Zamora,620909092MMP8G161G2020205552490,-34.759,-58.405,6490,b. 10-49,86,Servicios de salud humana,25
104447,Lomas de Zamora,6224242420771888GG1212125233490,-34.794,-58.431,6490,b. 10-49,86,Servicios de salud humana,25
104448,Lomas de Zamora,622525255M0M8M2M66M551010101290490,-34.762,-58.403,6490,b. 10-49,86,Servicios de salud humana,25
104449,Lomas de Zamora,62252525662058P2G6M551414147143490,-34.761,-58.406,6490,b. 10-49,86,Servicios de salud humana,25
104452,Lomas de Zamora,62646464P007G726552424246335490,-34.782,-58.419,6490,b. 10-49,86,Servicios de salud humana,25
104454,Lomas de Zamora,63010101P02M0G0PPG2929291724490,-34.754,-58.419,6490,c. 50-199,86,Servicios de salud humana,125
104458,Lomas de Zamora,6341414127M50508PG1616168510490,-34.763,-58.404,6490,b. 10-49,86,Servicios de salud humana,25
104465,Lomas de Zamora,640909091P715G65GG9393931394490,-34.74,-58.404,6490,b. 10-49,86,Servicios de salud humana,25
104468,Lomas de Zamora,6456565618M8M65MM21111112589490,-34.786,-58.408,6490,b. 10-49,86,Servicios de salud humana,25
104472,Lomas de Zamora,6484848425068688MG1414149633490,-34.765,-58.397,6490,b. 10-49,86,Servicios de salud humana,25
104487,Lomas de Zamora,660909095G68081GG6M55949494361490,-34.759,-58.404,6490,d. 200-499,86,Servicios de salud humana,350
104491,Lomas de Zamora,6625252566081080GP151414141057490,-34.765,-58.406,6490,c. 50-199,86,Servicios de salud humana,125
104498,Lomas de Zamora,666969691P0725M80G8989893598490,-34.746,-58.421,6490,b. 10-49,86,Servicios de salud humana,25
104502,Lomas de Zamora,668484842057M85P1G1212124129490,-34.773,-58.394,6490,b. 10-49,86,Servicios de salud humana,25
104507,Lomas de Zamora,6704040476687M2211P1919198693490,-34.792,-58.417,6490,b. 10-49,86,Servicios de salud humana,25
104512,Lomas de Zamora,67252525280616PMPG1717172091490,-34.763,-58.401,6490,b. 10-49,86,Servicios de salud humana,25
104516,Lomas de Zamora,674444446M8G82M78G4040402543490,-34.77,-58.4,6490,b. 10-49,86,Servicios de salud humana,25
104518,Lomas de Zamora,6749494981G16PG72G3232322806490,-34.765,-58.397,6490,b. 10-49,86,Servicios de salud humana,25
104548,Luján,61252525P0P2MP81PG3030306033497,-34.573,-59.113,6497,b. 10-49,86,Servicios de salud humana,25
104551,Luján,630000002705512P1P1515153441497,-34.593,-59.18,6497,b. 10-49,86,Servicios de salud humana,25
104553,Luján,630000006M7G780P2650G1818188301497,-34.57,-59.114,6497,b. 10-49,86,Servicios de salud humana,25
104556,Luján,636464642705512P1M1515151401497,-34.593,-59.18,6497,b. 10-49,86,Servicios de salud humana,25
104564,Luján,67363636276G6780GG1616168729497,-34.572,-59.13,6497,b. 10-49,86,Servicios de salud humana,25
104570,Luján,698181812705512P1G1515154911497,-34.598,-59.175,6497,c. 50-199,86,Servicios de salud humana,125
104647,Malvinas Argentinas,61969696P028MG81PG2929297795515,-34.497,-58.692,6515,b. 10-49,86,Servicios de salud humana,25
104648,Malvinas Argentinas,6241414121626GP68G1212121044515,-34.518,-58.709,6515,c. 50-199,86,Servicios de salud humana,125
104649,Malvinas Argentinas,62444444P068868M6G3737377947515,-34.521,-58.717,6515,b. 10-49,86,Servicios de salud humana,25
104652,Malvinas Argentinas,646464642PP8016MMP1313135357515,-34.496,-58.653,6515,b. 10-49,86,Servicios de salud humana,25
104658,Malvinas Argentinas,66898989P02G005G862828288579515,-34.487,-58.72,6515,b. 10-49,86,Servicios de salud humana,25
104763,Merlo,6229292928286P7PGG1717176030539,-34.723,-58.791,6539,c. 50-199,86,Servicios de salud humana,125
104770,Merlo,63444444P0P17678GG292929651539,-34.687,-58.732,6539,b. 10-49,86,Servicios de salud humana,25
104774,Merlo,642424241M858M182G444444116539,-34.663,-58.727,6539,d. 200-499,86,Servicios de salud humana,350
104776,Merlo,64565656P00271017G2222223973539,-34.691,-58.689,6539,c. 50-199,86,Servicios de salud humana,125
104779,Merlo,65818181P02MP25M87292929484539,-34.672,-58.725,6539,b. 10-49,86,Servicios de salud humana,25
104782,Merlo,662121212MMP1P58572020207709539,-34.666,-58.726,6539,b. 10-49,86,Servicios de salud humana,25
104787,Merlo,6749494971GM8117GG424242394539,-34.665,-58.697,6539,b. 10-49,86,Servicios de salud humana,25
104793,Merlo,69040404P06026156G3434341806539,-34.683,-58.686,6539,b. 10-49,86,Servicios de salud humana,25
104820,Moreno,620000002MMP1P58562020204546560,-34.649,-58.788,6560,b. 10-49,86,Servicios de salud humana,25
104823,Moreno,622525256162861G277521212128529560,-34.653,-58.789,6560,c. 50-199,86,Servicios de salud humana,125
104829,Moreno,64696969P00616P65G2323236776560,-34.646,-58.784,6560,b. 10-49,86,Servicios de salud humana,25
104835,Moreno,65292929P06G28852G3535354505560,-34.657,-58.791,6560,b. 10-49,86,Servicios de salud humana,25
104839,Moreno,6656565627MM22M71G1717174079560,-34.652,-58.804,6560,b. 10-49,86,Servicios de salud humana,25
104843,Moreno,686161615M0M8M2M668671010101425560,-34.648,-58.788,6560,b. 10-49,86,Servicios de salud humana,25
104847,Moreno,6916161661575G02M667501212129150560,-34.653,-58.789,6560,b. 10-49,86,Servicios de salud humana,25
104855,Morón,60848484P0007PMM2G4646465953568,-34.662,-58.641,6568,b. 10-49,86,Servicios de salud humana,25
104859,Morón,61040404225M28GPMG1212128038568,-34.653,-58.632,6568,b. 10-49,86,Servicios de salud humana,25
104868,Morón,61767676P017G66MPG2626269151568,-34.643,-58.584,6568,b. 10-49,86,Servicios de salud humana,25
104871,Morón,61818181767127078PG2020209293568,-34.646,-58.618,6568,b. 10-49,86,Servicios de salud humana,25
104877,Morón,62767676P02715M62G2828288500568,-34.641,-58.616,6568,b. 10-49,86,Servicios de salud humana,25
104880,Morón,630000002G5582M66G1414148969568,-34.633,-58.65,6568,c. 50-199,86,Servicios de salud humana,125
104881,Morón,63010101228822MP7G1313139779568,-34.65,-58.639,6568,c. 50-199,86,Servicios de salud humana,125
104883,Morón,63212121P0272020062828285360568,-34.654,-58.622,6568,b. 10-49,86,Servicios de salud humana,25
104896,Morón,646969692MMP1P585M2020208092568,-34.654,-58.622,6568,c. 50-199,86,Servicios de salud humana,125
104902,Morón,6524242470880P78M667502222228482568,-34.646,-58.619,6568,b. 10-49,86,Servicios de salud humana,25
104904,Morón,658989892MMM8217762222226919568,-34.646,-58.619,6568,b. 10-49,86,Servicios de salud humana,25
104911,Morón,668484845M0G57182M220G101010708568,-34.653,-58.62,6568,b. 10-49,86,Servicios de salud humana,25
104917,Morón,680101011GMM618M7G9999995912568,-34.65,-58.614,6568,b. 10-49,86,Servicios de salud humana,25
104921,Morón,684444441P7P66P50G9494949251568,-34.634,-58.654,6568,c. 50-199,86,Servicios de salud humana,125
104924,Morón,686969691P7P66P50P9494947251568,-34.634,-58.654,6568,b. 10-49,86,Servicios de salud humana,25
104925,Morón,68898989P05M27G0MG3434343343568,-34.638,-58.647,6568,b. 10-49,86,Servicios de salud humana,25
105216,Pilar,6224242471G752020667503434347098638,-34.431,-58.792,6638,b. 10-49,86,Servicios de salud humana,25
105226,Pilar,632525252P81221PPG1313131769638,-34.438,-58.772,6638,b. 10-49,86,Servicios de salud humana,25
105230,Pilar,6376767628755761551717174634638,-34.46,-58.797,6638,b. 10-49,86,Servicios de salud humana,25
105237,Pilar,6504040471G022180521414146187638,-34.443,-58.861,6638,b. 10-49,86,Servicios de salud humana,25
105238,Pilar,654949491862P168651111114229638,-34.458,-58.865,6638,e. 500+,86,Servicios de salud humana,500
105245,Pilar,66898989P01005GPGG2424248057638,-34.45,-58.904,6638,b. 10-49,86,Servicios de salud humana,25
105259,Pilar,6909090922G5105M2G4545457189638,-34.467,-58.907,6638,b. 10-49,86,Servicios de salud humana,25
105275,Presidente Perón,614949492G2G86G6681313134907648,-34.92,-58.38,6648,b. 10-49,86,Servicios de salud humana,25
105335,Quilmes,602525256858PPM1870021616164702658,-34.753,-58.303,6658,c. 50-199,86,Servicios de salud humana,125
105339,Quilmes,610909092P2876552G1313137511658,-34.712,-58.283,6658,b. 10-49,86,Servicios de salud humana,25
105340,Quilmes,612525251MM2G0815G1111111371658,-34.753,-58.303,6658,b. 10-49,86,Servicios de salud humana,25
105348,Quilmes,620000002P8P1GMP261313136102658,-34.718,-58.292,6658,b. 10-49,86,Servicios de salud humana,25
105369,Quilmes,63898989P0PG78M2MG3030308100658,-34.723,-58.254,6658,b. 10-49,86,Servicios de salud humana,25
105370,Quilmes,641616162MM2PM8G1G2020208926658,-34.707,-58.298,6658,d. 200-499,86,Servicios de salud humana,350
105384,Quilmes,650000002186072P6G121212458658,-34.778,-58.312,6658,c. 50-199,86,Servicios de salud humana,125
105393,Quilmes,654444442MG1G812GG1818186931658,-34.726,-58.286,6658,c. 50-199,86,Servicios de salud humana,125
105406,Quilmes,67363636P05551P28G3333335497658,-34.712,-58.276,6658,b. 10-49,86,Servicios de salud humana,25
105408,Quilmes,676464642P8P1GMP2G1313132749658,-34.725,-58.26,6658,b. 10-49,86,Servicios de salud humana,25
105409,Quilmes,678181812P8P1GMP251313134482658,-34.725,-58.258,6658,b. 10-49,86,Servicios de salud humana,25
105419,Quilmes,686464642G8G10G0254545458885658,-34.762,-58.304,6658,b. 10-49,86,Servicios de salud humana,25
105423,Quilmes,68898989P00GP5702G4646461610658,-34.718,-58.257,6658,b. 10-49,86,Servicios de salud humana,25
105428,Quilmes,69040404P061G5M7MG3434347454658,-34.709,-58.283,6658,b. 10-49,86,Servicios de salud humana,25
106217,San Fernando,60010101P01GG05P872525257166749,-34.443,-58.559,6749,b. 10-49,86,Servicios de salud humana,25
106226,San Fernando,62414141P0587P75173434342302749,-34.447,-58.557,6749,b. 10-49,86,Servicios de salud humana,25
106230,San Fernando,63000000268585MP0P1515157803749,-34.438,-58.564,6749,c. 50-199,86,Servicios de salud humana,125
106370,San Isidro,610404042MM87MM02G4646461808756,-34.497,-58.518,6756,b. 10-49,86,Servicios de salud humana,25
106373,San Isidro,613636362P777P8M0G1313133598756,-34.47,-58.51,6756,b. 10-49,86,Servicios de salud humana,25
106383,San Isidro,6196969671G022180P51414147148756,-34.469,-58.51,6756,b. 10-49,86,Servicios de salud humana,25
106385,San Isidro,620404042MM87MM0264646465381756,-34.526,-58.549,6756,c. 50-199,86,Servicios de salud humana,125
106388,San Isidro,62414141P02GM605M5282828913756,-34.496,-58.546,6756,b. 10-49,86,Servicios de salud humana,25
106392,San Isidro,62767676P0557GMPPG3333335463756,-34.489,-58.522,6756,b. 10-49,86,Servicios de salud humana,25
106402,San Isidro,63848484P01GM657P52525257325756,-34.5,-58.541,6756,b. 10-49,86,Servicios de salud humana,25
106412,San Isidro,644141412P5P07G16G1313132130756,-34.498,-58.545,6756,b. 10-49,86,Servicios de salud humana,25
