,departamento,lat,lon,empleo,clae2,clae2_desc,empleo_rep
30751,Malvinas Argentinas,-34.498,-58.701,a. 1-9,85,Enseñanza,5
30752,Malvinas Argentinas,-34.507,-58.718,c. 50-199,85,Enseñanza,125
30753,Malvinas Argentinas,-34.501,-58.691,a. 1-9,85,Enseñanza,5
30754,Malvinas Argentinas,-34.495,-58.708,c. 50-199,85,Enseñanza,125
30755,Malvinas Argentinas,-34.465,-58.756,a. 1-9,85,Enseñanza,5
30756,Malvinas Argentinas,-34.525,-58.711,c. 50-199,85,Enseñanza,125
30757,Malvinas Argentinas,-34.504,-58.673,b. 10-49,85,Enseñanza,25
30758,Malvinas Argentinas,-34.497,-58.727,a. 1-9,85,Enseñanza,5
30759,Malvinas Argentinas,-34.471,-58.759,c. 50-199,85,Enseñanza,125
30760,Malvinas Argentinas,-34.467,-58.733,a. 1-9,85,Enseñanza,5
30761,Malvinas Argentinas,-34.49,-58.726,b. 10-49,85,Enseñanza,25
30762,Malvinas Argentinas,-34.479,-58.732,b. 10-49,85,Enseñanza,25
30763,Malvinas Argentinas,-34.505,-58.728,b. 10-49,85,Enseñanza,25
30764,Malvinas Argentinas,-34.476,-58.724,b. 10-49,85,Enseñanza,25
30765,Malvinas Argentinas,-34.467,-58.756,d. 200-499,85,Enseñanza,350
30766,Malvinas Argentinas,-34.474,-58.693,c. 50-199,85,Enseñanza,125
30767,Malvinas Argentinas,-34.482,-58.724,c. 50-199,85,Enseñanza,125
30768,Malvinas Argentinas,-34.486,-58.721,b. 10-49,85,Enseñanza,25
30769,Malvinas Argentinas,-34.476,-58.724,a. 1-9,85,Enseñanza,5
30770,Malvinas Argentinas,-34.482,-58.723,b. 10-49,85,Enseñanza,25
30771,Malvinas Argentinas,-34.506,-58.706,b. 10-49,85,Enseñanza,25
30772,Malvinas Argentinas,-34.501,-58.693,c. 50-199,85,Enseñanza,125
30773,Malvinas Argentinas,-34.52,-58.714,c. 50-199,85,Enseñanza,125
30774,Malvinas Argentinas,-34.487,-58.719,c. 50-199,85,Enseñanza,125
30775,Malvinas Argentinas,-34.501,-58.727,c. 50-199,85,Enseñanza,125
30776,Malvinas Argentinas,-34.49,-58.732,c. 50-199,85,Enseñanza,125
30777,Malvinas Argentinas,-34.482,-58.693,b. 10-49,85,Enseñanza,25
30778,Malvinas Argentinas,-34.487,-58.727,c. 50-199,85,Enseñanza,125
30779,Malvinas Argentinas,-34.493,-58.658,c. 50-199,85,Enseñanza,125
30780,Malvinas Argentinas,-34.489,-58.706,c. 50-199,85,Enseñanza,125
30781,Malvinas Argentinas,-34.47,-58.757,c. 50-199,85,Enseñanza,125
30782,Malvinas Argentinas,-34.506,-58.706,b. 10-49,85,Enseñanza,25
30783,Marcos Paz,-34.78,-58.83,c. 50-199,85,Enseñanza,125
30784,Marcos Paz,-34.77,-58.83,b. 10-49,85,Enseñanza,25
30785,Marcos Paz,-34.78,-58.83,c. 50-199,85,Enseñanza,125
30786,Marcos Paz,-34.79,-58.85,a. 1-9,85,Enseñanza,5
30787,Marcos Paz,-34.78,-58.85,c. 50-199,85,Enseñanza,125
30788,Marcos Paz,-34.78,-58.83,b. 10-49,85,Enseñanza,25
30789,Marcos Paz,-34.78,-58.85,b. 10-49,85,Enseñanza,25
30790,Merlo,-34.679,-58.718,b. 10-49,85,Enseñanza,25
30791,Merlo,-34.691,-58.688,a. 1-9,85,Enseñanza,5
30792,Merlo,-34.665,-58.711,c. 50-199,85,Enseñanza,125
30793,Merlo,-34.749,-58.703,b. 10-49,85,Enseñanza,25
30794,Merlo,-34.719,-58.793,c. 50-199,85,Enseñanza,125
30795,Merlo,-34.667,-58.733,b. 10-49,85,Enseñanza,25
30796,Merlo,-34.688,-58.71,c. 50-199,85,Enseñanza,125
30797,Merlo,-34.691,-58.688,a. 1-9,85,Enseñanza,5
30798,Merlo,-34.672,-58.718,c. 50-199,85,Enseñanza,125
30799,Merlo,-34.676,-58.72,c. 50-199,85,Enseñanza,125
30800,Merlo,-34.672,-58.727,c. 50-199,85,Enseñanza,125
30801,Merlo,-34.703,-58.744,c. 50-199,85,Enseñanza,125
30802,Merlo,-34.749,-58.705,c. 50-199,85,Enseñanza,125
30803,Merlo,-34.67,-58.692,b. 10-49,85,Enseñanza,25
30804,Merlo,-34.723,-58.791,c. 50-199,85,Enseñanza,125
30805,Merlo,-34.664,-58.755,b. 10-49,85,Enseñanza,25
30806,Merlo,-34.679,-58.769,c. 50-199,85,Enseñanza,125
30807,Merlo,-34.671,-58.712,c. 50-199,85,Enseñanza,125
30808,Merlo,-34.697,-58.717,b. 10-49,85,Enseñanza,25
30809,Merlo,-34.667,-58.701,d. 200-499,85,Enseñanza,350
30810,Merlo,-34.674,-58.718,a. 1-9,85,Enseñanza,5
30811,Merlo,-34.652,-58.739,c. 50-199,85,Enseñanza,125
30812,Merlo,-34.728,-58.787,b. 10-49,85,Enseñanza,25
30813,Merlo,-34.679,-58.768,c. 50-199,85,Enseñanza,125
30814,Merlo,-34.722,-58.789,a. 1-9,85,Enseñanza,5
30815,Merlo,-34.654,-58.723,a. 1-9,85,Enseñanza,5
30816,Merlo,-34.687,-58.681,c. 50-199,85,Enseñanza,125
30817,Merlo,-34.696,-58.748,a. 1-9,85,Enseñanza,5
30818,Merlo,-34.676,-58.734,b. 10-49,85,Enseñanza,25
30819,Merlo,-34.653,-58.727,a. 1-9,85,Enseñanza,5
30820,Merlo,-34.692,-58.742,b. 10-49,85,Enseñanza,25
30821,Merlo,-34.687,-58.732,c. 50-199,85,Enseñanza,125
30822,Merlo,-34.691,-58.688,c. 50-199,85,Enseñanza,125
30823,Merlo,-34.688,-58.683,b. 10-49,85,Enseñanza,25
30824,Merlo,-34.715,-58.721,c. 50-199,85,Enseñanza,125
30825,Merlo,-34.673,-58.701,c. 50-199,85,Enseñanza,125
30826,Merlo,-34.717,-58.789,c. 50-199,85,Enseñanza,125
30827,Merlo,-34.697,-58.69,c. 50-199,85,Enseñanza,125
30828,Merlo,-34.672,-58.77,a. 1-9,85,Enseñanza,5
30829,Merlo,-34.69,-58.692,a. 1-9,85,Enseñanza,5
30830,Merlo,-34.697,-58.69,b. 10-49,85,Enseñanza,25
30831,Merlo,-34.671,-58.727,c. 50-199,85,Enseñanza,125
30832,Merlo,-34.69,-58.726,b. 10-49,85,Enseñanza,25
30833,Merlo,-34.649,-58.714,c. 50-199,85,Enseñanza,125
30834,Merlo,-34.673,-58.7,a. 1-9,85,Enseñanza,5
30835,Merlo,-34.718,-58.789,a. 1-9,85,Enseñanza,5
30836,Merlo,-34.691,-58.726,b. 10-49,85,Enseñanza,25
30837,Merlo,-34.675,-58.719,b. 10-49,85,Enseñanza,25
30838,Merlo,-34.667,-58.733,b. 10-49,85,Enseñanza,25
30839,Merlo,-34.668,-58.717,b. 10-49,85,Enseñanza,25
30840,Merlo,-34.693,-58.734,c. 50-199,85,Enseñanza,125
30841,Merlo,-34.67,-58.734,d. 200-499,85,Enseñanza,350
30842,Merlo,-34.689,-58.74,a. 1-9,85,Enseñanza,5
30843,Merlo,-34.67,-58.735,a. 1-9,85,Enseñanza,5
30844,Merlo,-34.665,-58.711,a. 1-9,85,Enseñanza,5
30845,Merlo,-34.658,-58.714,a. 1-9,85,Enseñanza,5
30846,Merlo,-34.728,-58.787,a. 1-9,85,Enseñanza,5
30847,Merlo,-34.706,-58.677,b. 10-49,85,Enseñanza,25
30848,Merlo,-34.672,-58.718,a. 1-9,85,Enseñanza,5
30849,Merlo,-34.706,-58.677,a. 1-9,85,Enseñanza,5
30850,Merlo,-34.674,-58.718,c. 50-199,85,Enseñanza,125
30851,Merlo,-34.706,-58.677,a. 1-9,85,Enseñanza,5
30852,Merlo,-34.697,-58.737,a. 1-9,85,Enseñanza,5
30853,Merlo,-34.661,-58.734,b. 10-49,85,Enseñanza,25
30854,Merlo,-34.655,-58.723,a. 1-9,85,Enseñanza,5
30855,Merlo,-34.651,-58.739,b. 10-49,85,Enseñanza,25
30856,Merlo,-34.661,-58.724,c. 50-199,85,Enseñanza,125
30857,Merlo,-34.699,-58.684,a. 1-9,85,Enseñanza,5
30858,Merlo,-34.659,-58.717,b. 10-49,85,Enseñanza,25
30859,Merlo,-34.66,-58.711,c. 50-199,85,Enseñanza,125
30860,Merlo,-34.668,-58.696,c. 50-199,85,Enseñanza,125
30861,Merlo,-34.693,-58.692,b. 10-49,85,Enseñanza,25
30862,Moreno,-34.603,-58.748,b. 10-49,85,Enseñanza,25
30863,Moreno,-34.563,-58.795,c. 50-199,85,Enseñanza,125
30864,Moreno,-34.653,-58.783,c. 50-199,85,Enseñanza,125
30865,Moreno,-34.652,-58.791,c. 50-199,85,Enseñanza,125
30866,Moreno,-34.653,-58.79,c. 50-199,85,Enseñanza,125
30867,Moreno,-34.612,-58.776,b. 10-49,85,Enseñanza,25
30868,Moreno,-34.656,-58.798,b. 10-49,85,Enseñanza,25
30869,Moreno,-34.658,-58.784,c. 50-199,85,Enseñanza,125
30870,Moreno,-34.651,-58.752,c. 50-199,85,Enseñanza,125
30871,Moreno,-34.619,-58.785,b. 10-49,85,Enseñanza,25
30872,Moreno,-34.66,-58.77,c. 50-199,85,Enseñanza,125
30873,Moreno,-34.653,-58.785,c. 50-199,85,Enseñanza,125
30874,Moreno,-34.637,-58.832,c. 50-199,85,Enseñanza,125
30875,Moreno,-34.653,-58.76,c. 50-199,85,Enseñanza,125
30876,Moreno,-34.583,-58.753,b. 10-49,85,Enseñanza,25
30877,Moreno,-34.644,-58.813,c. 50-199,85,Enseñanza,125
30878,Moreno,-34.583,-58.753,a. 1-9,85,Enseñanza,5
30879,Moreno,-34.648,-58.761,c. 50-199,85,Enseñanza,125
30880,Moreno,-34.554,-58.804,b. 10-49,85,Enseñanza,25
30881,Moreno,-34.648,-58.818,c. 50-199,85,Enseñanza,125
30882,Moreno,-34.627,-58.766,c. 50-199,85,Enseñanza,125
30883,Moreno,-34.651,-58.841,b. 10-49,85,Enseñanza,25
30884,Moreno,-34.661,-58.803,b. 10-49,85,Enseñanza,25
30885,Moreno,-34.624,-58.766,a. 1-9,85,Enseñanza,5
30886,Moreno,-34.619,-58.784,c. 50-199,85,Enseñanza,125
30887,Moreno,-34.599,-58.82,b. 10-49,85,Enseñanza,25
30888,Moreno,-34.658,-58.79,c. 50-199,85,Enseñanza,125
30889,Moreno,-34.654,-58.763,c. 50-199,85,Enseñanza,125
30890,Moreno,-34.66,-58.835,a. 1-9,85,Enseñanza,5
30891,Moreno,-34.659,-58.773,c. 50-199,85,Enseñanza,125
30892,Moreno,-34.55,-58.816,b. 10-49,85,Enseñanza,25
30893,Moreno,-34.655,-58.758,a. 1-9,85,Enseñanza,5
30894,Moreno,-34.632,-58.776,c. 50-199,85,Enseñanza,125
30895,Moreno,-34.66,-58.77,c. 50-199,85,Enseñanza,125
30896,Moreno,-34.657,-58.802,b. 10-49,85,Enseñanza,25
30897,Moreno,-34.638,-58.802,c. 50-199,85,Enseñanza,125
30898,Moreno,-34.629,-58.754,a. 1-9,85,Enseñanza,5
30899,Moreno,-34.632,-58.776,a. 1-9,85,Enseñanza,5
30900,Moreno,-34.588,-58.749,c. 50-199,85,Enseñanza,125
30901,Moreno,-34.628,-58.766,a. 1-9,85,Enseñanza,5
30902,Moreno,-34.645,-58.8,a. 1-9,85,Enseñanza,5
30903,Moreno,-34.618,-58.784,b. 10-49,85,Enseñanza,25
30904,Moreno,-34.633,-58.797,c. 50-199,85,Enseñanza,125
30905,Moreno,-34.613,-58.813,a. 1-9,85,Enseñanza,5
30906,Moreno,-34.603,-58.748,b. 10-49,85,Enseñanza,25
30907,Moreno,-34.664,-58.812,a. 1-9,85,Enseñanza,5
30908,Moreno,-34.664,-58.827,c. 50-199,85,Enseñanza,125
30909,Moreno,-34.583,-58.753,c. 50-199,85,Enseñanza,125
30910,Moreno,-34.541,-58.795,b. 10-49,85,Enseñanza,25
30911,Moreno,-34.62,-58.848,c. 50-199,85,Enseñanza,125
30912,Moreno,-34.601,-58.76,c. 50-199,85,Enseñanza,125
30913,Moreno,-34.624,-58.804,c. 50-199,85,Enseñanza,125
30914,Moreno,-34.629,-58.754,c. 50-199,85,Enseñanza,125
30915,Moreno,-34.629,-58.754,a. 1-9,85,Enseñanza,5
30916,Moreno,-34.647,-58.783,b. 10-49,85,Enseñanza,25
30917,Moreno,-34.632,-58.777,c. 50-199,85,Enseñanza,125
30918,Moreno,-34.569,-58.852,b. 10-49,85,Enseñanza,25
30919,Moreno,-34.665,-58.801,b. 10-49,85,Enseñanza,25
30920,Moreno,-34.586,-58.75,c. 50-199,85,Enseñanza,125
30921,Moreno,-34.656,-58.843,a. 1-9,85,Enseñanza,5
30922,Moreno,-34.653,-58.792,b. 10-49,85,Enseñanza,25
30923,Moreno,-34.605,-58.722,b. 10-49,85,Enseñanza,25
30924,Moreno,-34.586,-58.749,a. 1-9,85,Enseñanza,5
30925,Moreno,-34.648,-58.818,b. 10-49,85,Enseñanza,25
30926,Moreno,-34.655,-58.758,c. 50-199,85,Enseñanza,125
30927,Moreno,-34.639,-58.786,c. 50-199,85,Enseñanza,125
30928,Morón,-34.648,-58.594,c. 50-199,85,Enseñanza,125
30929,Morón,-34.619,-58.599,a. 1-9,85,Enseñanza,5
30930,Morón,-34.632,-58.591,a. 1-9,85,Enseñanza,5
30931,Morón,-34.662,-58.649,c. 50-199,85,Enseñanza,125
30932,Morón,-34.609,-58.6,a. 1-9,85,Enseñanza,5
30933,Morón,-34.648,-58.636,a. 1-9,85,Enseñanza,5
30934,Morón,-34.653,-58.635,c. 50-199,85,Enseñanza,125
30935,Morón,-34.693,-58.637,a. 1-9,85,Enseñanza,5
30936,Morón,-34.648,-58.636,c. 50-199,85,Enseñanza,125
30937,Morón,-34.676,-58.623,b. 10-49,85,Enseñanza,25
30938,Morón,-34.654,-58.62,b. 10-49,85,Enseñanza,25
30939,Morón,-34.646,-58.589,c. 50-199,85,Enseñanza,125
30940,Morón,-34.682,-58.632,b. 10-49,85,Enseñanza,25
30941,Morón,-34.653,-58.621,d. 200-499,85,Enseñanza,350
30942,Morón,-34.641,-58.64,a. 1-9,85,Enseñanza,5
30943,Morón,-34.612,-58.596,a. 1-9,85,Enseñanza,5
30944,Morón,-34.636,-58.616,c. 50-199,85,Enseñanza,125
30945,Morón,-34.65,-58.633,a. 1-9,85,Enseñanza,5
30946,Morón,-34.681,-58.634,b. 10-49,85,Enseñanza,25
30947,Morón,-34.641,-58.581,a. 1-9,85,Enseñanza,5
30948,Morón,-34.686,-58.656,c. 50-199,85,Enseñanza,125
30949,Morón,-34.652,-58.624,a. 1-9,85,Enseñanza,5
30950,Morón,-34.665,-58.654,a. 1-9,85,Enseñanza,5
30951,Morón,-34.627,-58.595,a. 1-9,85,Enseñanza,5
30952,Morón,-34.648,-58.622,c. 50-199,85,Enseñanza,125
30953,Morón,-34.668,-58.616,a. 1-9,85,Enseñanza,5
30954,Morón,-34.644,-58.649,c. 50-199,85,Enseñanza,125
30955,Morón,-34.64,-58.638,c. 50-199,85,Enseñanza,125
30956,Morón,-34.655,-58.641,c. 50-199,85,Enseñanza,125
30957,Morón,-34.647,-58.619,b. 10-49,85,Enseñanza,25
30958,Morón,-34.671,-58.628,a. 1-9,85,Enseñanza,5
30959,Morón,-34.626,-58.598,a. 1-9,85,Enseñanza,5
30960,Morón,-34.665,-58.628,c. 50-199,85,Enseñanza,125
30961,Morón,-34.651,-58.624,a. 1-9,85,Enseñanza,5
30962,Morón,-34.608,-58.594,c. 50-199,85,Enseñanza,125
30963,Morón,-34.647,-58.631,c. 50-199,85,Enseñanza,125
30964,Morón,-34.652,-58.623,c. 50-199,85,Enseñanza,125
30965,Morón,-34.649,-58.658,c. 50-199,85,Enseñanza,125
30966,Morón,-34.656,-58.606,a. 1-9,85,Enseñanza,5
30967,Morón,-34.694,-58.638,c. 50-199,85,Enseñanza,125
30968,Morón,-34.647,-58.593,d. 200-499,85,Enseñanza,350
30969,Morón,-34.652,-58.632,c. 50-199,85,Enseñanza,125
30970,Morón,-34.613,-58.598,a. 1-9,85,Enseñanza,5
30971,Morón,-34.683,-58.637,b. 10-49,85,Enseñanza,25
30972,Morón,-34.63,-58.582,a. 1-9,85,Enseñanza,5
30973,Morón,-34.7,-58.639,c. 50-199,85,Enseñanza,125
30974,Morón,-34.649,-58.594,c. 50-199,85,Enseñanza,125
30975,Morón,-34.646,-58.589,a. 1-9,85,Enseñanza,5
30976,Morón,-34.648,-58.586,a. 1-9,85,Enseñanza,5
30977,Morón,-34.664,-58.602,c. 50-199,85,Enseñanza,125
30978,Morón,-34.658,-58.636,a. 1-9,85,Enseñanza,5
30979,Morón,-34.633,-58.602,a. 1-9,85,Enseñanza,5
30980,Morón,-34.619,-58.583,a. 1-9,85,Enseñanza,5
30981,Morón,-34.683,-58.637,b. 10-49,85,Enseñanza,25
30982,Morón,-34.611,-58.587,a. 1-9,85,Enseñanza,5
30983,Morón,-34.663,-58.597,c. 50-199,85,Enseñanza,125
30984,Morón,-34.615,-58.586,a. 1-9,85,Enseñanza,5
30985,Morón,-34.647,-58.589,b. 10-49,85,Enseñanza,25
30986,Morón,-34.688,-58.665,b. 10-49,85,Enseñanza,25
30987,Morón,-34.651,-58.618,a. 1-9,85,Enseñanza,5
30988,Morón,-34.611,-58.588,a. 1-9,85,Enseñanza,5
30989,Morón,-34.697,-58.638,a. 1-9,85,Enseñanza,5
30990,Morón,-34.65,-58.624,b. 10-49,85,Enseñanza,25
30991,Morón,-34.652,-58.623,c. 50-199,85,Enseñanza,125
30992,Morón,-34.625,-58.604,d. 200-499,85,Enseñanza,350
30993,Morón,-34.646,-58.63,b. 10-49,85,Enseñanza,25
30994,Morón,-34.644,-58.649,b. 10-49,85,Enseñanza,25
30995,Morón,-34.61,-58.59,a. 1-9,85,Enseñanza,5
30996,Morón,-34.638,-58.578,b. 10-49,85,Enseñanza,25
30997,Morón,-34.662,-58.649,b. 10-49,85,Enseñanza,25
30998,Morón,-34.644,-58.65,c. 50-199,85,Enseñanza,125
30999,Morón,-34.65,-58.614,a. 1-9,85,Enseñanza,5
31000,Morón,-34.638,-58.593,c. 50-199,85,Enseñanza,125
31001,Morón,-34.632,-58.566,a. 1-9,85,Enseñanza,5
31002,Morón,-34.633,-58.587,c. 50-199,85,Enseñanza,125
31003,Morón,-34.625,-58.602,a. 1-9,85,Enseñanza,5
31004,Morón,-34.682,-58.632,b. 10-49,85,Enseñanza,25
31005,Morón,-34.652,-58.624,b. 10-49,85,Enseñanza,25
31006,Morón,-34.636,-58.646,a. 1-9,85,Enseñanza,5
31007,Morón,-34.608,-58.6,b. 10-49,85,Enseñanza,25
31008,Morón,-34.692,-58.66,a. 1-9,85,Enseñanza,5
31009,Morón,-34.607,-58.599,c. 50-199,85,Enseñanza,125
31010,Morón,-34.615,-58.585,c. 50-199,85,Enseñanza,125
31011,Morón,-34.663,-58.623,b. 10-49,85,Enseñanza,25
31012,Morón,-34.656,-58.606,c. 50-199,85,Enseñanza,125
31013,Pilar,-34.408,-58.776,c. 50-199,85,Enseñanza,125
31014,Pilar,-34.442,-58.908,b. 10-49,85,Enseñanza,25
31015,Pilar,-34.457,-58.92,c. 50-199,85,Enseñanza,125
31016,Pilar,-34.443,-58.76,c. 50-199,85,Enseñanza,125
31017,Pilar,-34.429,-58.765,c. 50-199,85,Enseñanza,125
31018,Pilar,-34.397,-58.862,c. 50-199,85,Enseñanza,125
31019,Pilar,-34.466,-58.795,c. 50-199,85,Enseñanza,125
31020,Pilar,-34.416,-58.868,c. 50-199,85,Enseñanza,125
31021,Pilar,-34.46,-58.909,a. 1-9,85,Enseñanza,5
31022,Pilar,-34.448,-58.805,b. 10-49,85,Enseñanza,25
31023,Pilar,-34.454,-58.919,c. 50-199,85,Enseñanza,125
31024,Pilar,-34.446,-58.806,c. 50-199,85,Enseñanza,125
31025,Pilar,-34.456,-58.916,c. 50-199,85,Enseñanza,125
31026,Pilar,-34.44,-58.775,b. 10-49,85,Enseñanza,25
31027,Pilar,-34.458,-58.805,c. 50-199,85,Enseñanza,125
31028,Pilar,-34.452,-58.831,a. 1-9,85,Enseñanza,5
31029,Pilar,-34.473,-58.904,a. 1-9,85,Enseñanza,5
31030,Pilar,-34.454,-58.794,b. 10-49,85,Enseñanza,25
31031,Pilar,-34.459,-58.912,b. 10-49,85,Enseñanza,25
31032,Pilar,-34.462,-58.896,c. 50-199,85,Enseñanza,125
31033,Pilar,-34.455,-58.917,b. 10-49,85,Enseñanza,25
31034,Pilar,-34.458,-58.917,c. 50-199,85,Enseñanza,125
31035,Pilar,-34.46,-58.842,c. 50-199,85,Enseñanza,125
31036,Pilar,-34.418,-58.84,c. 50-199,85,Enseñanza,125
31037,Pilar,-34.455,-58.795,b. 10-49,85,Enseñanza,25
31038,Pilar,-34.453,-58.968,c. 50-199,85,Enseñanza,125
31039,Pilar,-34.458,-58.915,b. 10-49,85,Enseñanza,25
31040,Pilar,-34.434,-58.793,c. 50-199,85,Enseñanza,125
31041,Pilar,-34.445,-58.766,a. 1-9,85,Enseñanza,5
31042,Pilar,-34.448,-58.805,b. 10-49,85,Enseñanza,25
31043,Pilar,-34.492,-58.838,c. 50-199,85,Enseñanza,125
31044,Pilar,-34.433,-58.757,c. 50-199,85,Enseñanza,125
31045,Pilar,-34.44,-58.925,c. 50-199,85,Enseñanza,125
31046,Pilar,-34.446,-58.801,a. 1-9,85,Enseñanza,5
31047,Pilar,-34.439,-58.982,c. 50-199,85,Enseñanza,125
31048,Pilar,-34.461,-58.896,b. 10-49,85,Enseñanza,25
31049,Pilar,-34.462,-58.916,b. 10-49,85,Enseñanza,25
31050,Pilar,-34.51,-58.828,c. 50-199,85,Enseñanza,125
31051,Pilar,-34.481,-58.882,b. 10-49,85,Enseñanza,25
31052,Pilar,-34.465,-58.747,c. 50-199,85,Enseñanza,125
31053,Pilar,-34.446,-58.891,b. 10-49,85,Enseñanza,25
31054,Pilar,-34.461,-58.918,c. 50-199,85,Enseñanza,125
31055,Pilar,-34.442,-58.866,c. 50-199,85,Enseñanza,125
31056,Pilar,-34.462,-58.784,a. 1-9,85,Enseñanza,5
31057,Pilar,-34.458,-58.915,c. 50-199,85,Enseñanza,125
31058,Pilar,-34.463,-58.915,c. 50-199,85,Enseñanza,125
31059,Pilar,-34.454,-58.794,b. 10-49,85,Enseñanza,25
31060,Pilar,-34.486,-58.842,c. 50-199,85,Enseñanza,125
31061,Pilar,-34.464,-58.793,a. 1-9,85,Enseñanza,5
31062,Pilar,-34.459,-58.911,a. 1-9,85,Enseñanza,5
31063,Pilar,-34.451,-58.907,b. 10-49,85,Enseñanza,25
31064,Pilar,-34.469,-58.886,b. 10-49,85,Enseñanza,25
31065,Pilar,-34.444,-58.867,c. 50-199,85,Enseñanza,125
31066,Pilar,-34.44,-58.925,b. 10-49,85,Enseñanza,25
31067,Pilar,-34.443,-58.853,d. 200-499,85,Enseñanza,350
31068,Pilar,-34.46,-58.784,a. 1-9,85,Enseñanza,5
31069,Pilar,-34.422,-58.868,b. 10-49,85,Enseñanza,25
31070,Pilar,-34.492,-58.837,b. 10-49,85,Enseñanza,25
31071,Pilar,-34.458,-58.908,b. 10-49,85,Enseñanza,25
31072,Pilar,-34.456,-58.794,c. 50-199,85,Enseñanza,125
31073,Pilar,-34.433,-58.99,c. 50-199,85,Enseñanza,125
31074,Pilar,-34.443,-58.931,c. 50-199,85,Enseñanza,125
31075,Pilar,-34.421,-58.889,c. 50-199,85,Enseñanza,125
31076,Pilar,-34.467,-58.912,c. 50-199,85,Enseñanza,125
31077,Pilar,-34.451,-58.907,c. 50-199,85,Enseñanza,125
31078,Pilar,-34.493,-58.839,a. 1-9,85,Enseñanza,5
31079,Pilar,-34.492,-58.838,c. 50-199,85,Enseñanza,125
31080,Pilar,-34.425,-58.877,c. 50-199,85,Enseñanza,125
31081,Pilar,-34.454,-58.906,b. 10-49,85,Enseñanza,25
31082,Pilar,-34.458,-58.914,c. 50-199,85,Enseñanza,125
31083,Pilar,-34.487,-58.845,b. 10-49,85,Enseñanza,25
31084,Pilar,-34.474,-58.85,b. 10-49,85,Enseñanza,25
31085,Pilar,-34.44,-58.775,c. 50-199,85,Enseñanza,125
31086,Pilar,-34.423,-58.842,b. 10-49,85,Enseñanza,25
31087,Pilar,-34.465,-58.769,b. 10-49,85,Enseñanza,25
31088,Pilar,-34.462,-58.91,a. 1-9,85,Enseñanza,5
31089,Presidente Perón,-34.91,-58.36,a. 1-9,85,Enseñanza,5
31090,Presidente Perón,-34.92,-58.38,b. 10-49,85,Enseñanza,25
31091,Presidente Perón,-34.91,-58.37,b. 10-49,85,Enseñanza,25
31092,Presidente Perón,-34.92,-58.38,a. 1-9,85,Enseñanza,5
31093,Presidente Perón,-34.91,-58.38,b. 10-49,85,Enseñanza,25
31094,Presidente Perón,-34.92,-58.38,a. 1-9,85,Enseñanza,5
31095,Presidente Perón,-34.92,-58.38,b. 10-49,85,Enseñanza,25
31096,Presidente Perón,-34.92,-58.38,d. 200-499,85,Enseñanza,350
31097,Presidente Perón,-34.91,-58.38,c. 50-199,85,Enseñanza,125
31098,Presidente Perón,-34.92,-58.38,b. 10-49,85,Enseñanza,25
31099,Presidente Perón,-34.92,-58.38,b. 10-49,85,Enseñanza,25
31100,Presidente Perón,-34.91,-58.36,c. 50-199,85,Enseñanza,125
31101,Quilmes,-34.785,-58.301,c. 50-199,85,Enseñanza,125
31102,Quilmes,-34.724,-58.263,a. 1-9,85,Enseñanza,5
31103,Quilmes,-34.752,-58.256,b. 10-49,85,Enseñanza,25
31104,Quilmes,-34.741,-58.281,b. 10-49,85,Enseñanza,25
31105,Quilmes,-34.708,-58.286,c. 50-199,85,Enseñanza,125
31106,Quilmes,-34.739,-58.241,a. 1-9,85,Enseñanza,5
31107,Quilmes,-34.705,-58.292,b. 10-49,85,Enseñanza,25
31108,Quilmes,-34.769,-58.307,a. 1-9,85,Enseñanza,5
31109,Quilmes,-34.772,-58.295,c. 50-199,85,Enseñanza,125
31110,Quilmes,-34.74,-58.292,c. 50-199,85,Enseñanza,125
31111,Quilmes,-34.718,-58.256,c. 50-199,85,Enseñanza,125
31112,Quilmes,-34.717,-58.257,c. 50-199,85,Enseñanza,125
31113,Quilmes,-34.717,-58.271,c. 50-199,85,Enseñanza,125
31114,Quilmes,-34.776,-58.311,a. 1-9,85,Enseñanza,5
31115,Quilmes,-34.724,-58.252,c. 50-199,85,Enseñanza,125
31116,Quilmes,-34.769,-58.309,a. 1-9,85,Enseñanza,5
31117,Quilmes,-34.74,-58.292,b. 10-49,85,Enseñanza,25
31118,Quilmes,-34.721,-58.253,a. 1-9,85,Enseñanza,5
31119,Quilmes,-34.747,-58.324,c. 50-199,85,Enseñanza,125
31120,Quilmes,-34.778,-58.303,c. 50-199,85,Enseñanza,125
31121,Quilmes,-34.716,-58.266,c. 50-199,85,Enseñanza,125
31122,Quilmes,-34.717,-58.257,a. 1-9,85,Enseñanza,5
31123,Quilmes,-34.748,-58.238,c. 50-199,85,Enseñanza,125
31124,Quilmes,-34.719,-58.263,b. 10-49,85,Enseñanza,25
31125,Quilmes,-34.757,-58.277,c. 50-199,85,Enseñanza,125
31126,Quilmes,-34.717,-58.263,c. 50-199,85,Enseñanza,125
31127,Quilmes,-34.716,-58.256,b. 10-49,85,Enseñanza,25
31128,Quilmes,-34.707,-58.31,a. 1-9,85,Enseñanza,5
31129,Quilmes,-34.775,-58.306,b. 10-49,85,Enseñanza,25
31130,Quilmes,-34.721,-58.253,d. 200-499,85,Enseñanza,350
31131,Quilmes,-34.781,-58.315,b. 10-49,85,Enseñanza,25
31132,Quilmes,-34.751,-58.277,c. 50-199,85,Enseñanza,125
